id,name,description,category,subcategory,parent_skill_name,synonyms,is_active,created_at,updated_at
39a8e774-b882-4b56-b325-8f345380145a,Hedge,Hard show/hedge on ball screens to prevent turning the corner.,Defense,Action,Ball Screen Coverage,"[""show"",""hedge""]",true,2025-06-02 01:23:14.416585,2025-06-02 01:23:14.416585
39e231ef-b0ba-413f-a304-a9bb8aed006f,Footwork,Proper positioning and steps for balance/control.,Core Skill,Core,,"[""steps"",""pivot""]",true,2025-06-02 02:15:21.644759,2025-06-02 02:15:21.644759
3a079087-804f-4d83-aa40-3dc42bf745e0,Seal (after screen),Sealing defender after screening to create position.,Technique,Screen Usage,Screen Usage,"[""seal"",""post seal""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
3a85fd2b-cfcf-48b2-9a7d-2531569cfadd,Off Movement Shooting,"Shots taken while moving (curl, fade, etc).",Offense,Shooting,Shooting,"[""movement shooting"",""curl shot""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
3a8cf1a6-4ac1-48a5-93e3-4b5956ec1760,Outside Hand Finish,Using outside hand to shield from defender.,Technique,Finishing,Finishing,"[""outside hand"",""shielded finish""]",true,2025-06-02 02:59:53.045159,2025-06-02 02:59:53.045159
3ac3ffa4-093e-4265-ae46-f3997329573e,Chin,Backscreen to downscreen sequence.,Offense,Halfcourt,Actions,"[""chin action""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
3c43c1cc-fcf3-4ba2-abfe-5c2937dcc217,Read Shot Trajectory,Reading ball path and predicting where missed shots will land.,Perception,Rebounding,Rebounding,"[""shot read"",""trajectory""]",true,2025-06-02 03:01:40.219259,2025-06-02 03:01:40.219259
3c87b8da-dc0d-41bd-af16-2f33dcd19cc8,Weak Hand Dribble,Controlling and attacking with the non-dominant hand.,Technique,Ball Handling,Ball Handling,"[""off-hand dribble"",""left hand dribble"",""right hand dribble""]",true,2025-06-02 02:39:00.036313,2025-06-02 02:39:00.036313
3dfe4f88-2239-4965-abfc-f0797efadd6d,Read Coverage,Understanding team defensive scheme and changes.,Perception,Defense,Defense,"[""scheme read"",""coverage awareness""]",true,2025-06-02 03:07:51.188187,2025-06-02 03:07:51.188187
3edf2f49-ba92-4b71-a7b7-17828991a6fb,Recognition,Ability to quickly perceive and respond to cues.,Attribute,IQ,Attribute,"[""reading cues"",""pattern recognition""]",true,2025-06-02 01:25:58.659026,2025-06-02 01:25:58.659026
3f452647-9b17-4524-9071-58c1fa9d43b0,Read & React,Responding in real time to defense.,Offense,Decision,Decision-Making,"[""read and react""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
3fcfcad7-45ad-4c98-81c7-638a720b623d,One-Handed Pass,Pass delivered with one hand for speed and angle.,Technique,Passing,Passing,"[""one hand"",""single hand pass""]",true,2025-06-02 02:57:48.80719,2025-06-02 02:57:48.80719
405f890e-b6e9-4424-932f-7ea0ea24abcb,One-Foot Finish,Jumping off one foot for speed or angle.,Technique,Finishing,Finishing,"[""1-foot"",""quick finish""]",true,2025-06-02 02:59:53.045159,2025-06-02 02:59:53.045159
40e270a9-cc09-494c-9a4c-acd9e8ef8558,Accountability,"Owning one’s actions, mistakes, and growth.",Attribute,Leadership,Attribute,"[""ownership"",""responsibility""]",true,2025-06-02 01:25:58.659026,2025-06-02 01:25:58.659026
41a25cf5-1f2c-4a3f-8e54-e8556ab0d0a1,Movement After Screen,Reacting and moving after using or setting a screen.,Constraint,Movement/Agility,Movement/Agility,"[""screen reaction"",""post-screen""]",true,2025-06-02 03:13:39.62198,2025-06-02 03:13:39.62198
4234b8b3-26db-41fa-b1a2-f824b2e24878,Reverse,Using the rim to protect and finish.,Offense,Finishing,At the Rim,"[""reverse layup""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
42785024-b48e-4212-be20-f5630e22bf9a,Quick Release,Reducing time from catch to release.,Technique,Shooting,Shooting,"[""fast release"",""get it off quick""]",true,2025-06-02 02:51:14.295733,2025-06-02 02:51:14.295733
4280f5e1-fc7e-4c87-8a41-25d866948c25,Passing vs. Zone,Making effective passes to break down zone defense.,Constraint,Passing,Passing,"[""zone pass"",""zone breaker""]",true,2025-06-02 02:57:48.80719,2025-06-02 02:57:48.80719
43855fc3-c902-4b8b-a3b0-c7cac5b474f4,Finishing,Completing plays at the rim or in the paint.,Offense,Finishing,Offense,"[""at the rim"",""scoring inside""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
4416e62f-f8bd-46fc-b7c9-087290a5a8a1,One-Handed Catch,Securing the ball with one hand for reach or speed.,Technique,Catching,Catching,"[""one hand"",""grab""]",true,2025-06-02 03:11:47.033491,2025-06-02 03:11:47.033491
44c0cab4-576e-4cdf-bcd9-efdf6b242e8e,Passing After Pick & Roll,Passing after ball screen or roll action.,Constraint,Passing,Passing,"[""PnR pass"",""pick roll pass""]",true,2025-06-02 02:57:48.80719,2025-06-02 02:57:48.80719
45a5f8a5-bc78-4816-9f20-95cb22507d06,On-Court Verbal,"Calling out screens, help, switches, and other cues during play.",Communication,Verbal,Communication,"[""call out"",""on-court talk""]",true,2025-06-02 01:24:30.652644,2025-06-02 01:24:30.652644
461267e2-a6c3-4fcb-8e03-7b5b40dda918,Read Shot Quality,"Recognizing best shot option, rhythm, and openness.",Perception,Decision-Making,Decision-Making,"[""shot read"",""quality read""]",true,2025-06-02 03:15:56.462317,2025-06-02 03:15:56.462317
4687fc86-a41c-4cab-94ea-108fb38e57e0,Shooting Off Movement,"Shooting after moving (curl, fade, flare, etc.).",Action,Shooting,Shooting,"[""movement shooting"",""on the move""]",true,2025-06-02 02:51:14.295733,2025-06-02 02:51:14.295733
46e5dbc9-1ae2-4000-9b2c-a8479b4e481b,Passing Out Decision,"Deciding to pass out of a shot (e.g., drive and kick).",Decision,Shooting,Shooting,"[""kick out"",""pass out""]",true,2025-06-02 02:51:14.295733,2025-06-02 02:51:14.295733
46ee98b7-18cd-4166-8bda-ac19882d00bc,Between the Legs Execution,Executing a between-the-legs dribble to change direction.,Technique,Ball Handling,Ball Handling,"[""between legs"",""BTL dribble""]",true,2025-06-02 02:39:00.036313,2025-06-02 02:39:00.036313
47e6eb18-40c7-4550-917d-3f9eb283a7b1,Read Speed,Adjusting tempo of footwork to situation.,Perception,Footwork,Footwork,"[""tempo read"",""speed adjustment""]",true,2025-06-02 03:18:45.342549,2025-06-02 03:18:45.342549
47fc3cb2-3d02-475f-986b-65fb687ea6e1,Ball Screen Coverage: Trap,Double-teaming ball handler on screen.,Technique,Defense,Defense,"[""trap"",""blitz""]",true,2025-06-02 03:07:51.188187,2025-06-02 03:07:51.188187
4931c2ca-c91c-48d6-a9b5-2e3c3a5da1df,Anticipation,Predicting actions and being a step ahead.,Attribute,IQ,Attribute,"[""predict"",""see ahead""]",true,2025-06-02 01:25:58.659026,2025-06-02 01:25:58.659026
49e88319-b35e-4665-b73f-2bc9d237a0e5,Press/Trap,Applying full/half-court pressure to force turnovers.,Constraint,Defense,Defense,"[""press"",""trap""]",true,2025-06-02 03:07:51.188187,2025-06-02 03:07:51.188187
4b083865-ce36-4cf0-a3bb-1e0374004bb9,Passing,Delivering the basketball accurately to teammates in all game situations.,Core Skill,Passing,,"[""pass"",""distribute""]",true,2025-06-02 02:57:48.80719,2025-06-02 02:57:48.80719
4bae8f58-80b6-4d4f-bb81-4a240d90a9f4,Read Pressure,Recognizing when and where defensive pressure is coming.,Perception,On-Ball,Ball Handling,"[""see pressure"",""pressure read""]",true,2025-06-02 02:39:00.036313,2025-06-02 02:39:00.036313
4be99701-a2ef-4fb5-9ffe-899edab8762e,Up-and-Under,"Fake up, finish under defender’s contest.",Technique,Finishing,Finishing,"[""up & under"",""fake finish""]",true,2025-06-02 02:59:53.045159,2025-06-02 02:59:53.045159
4cf7d714-d43a-4395-8b98-b9d1b26835f4,Shot Selection,Choosing the best shot for situation and skill.,Offense,Decision,Decision-Making,"[""good shot"",""shot choice""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
4dae6077-a8d8-4a7e-b138-30189f790741,Dribble Penetration,Driving into the paint to collapse defense.,Offense,Creation,Creation,"[""drive"",""attack dribble""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
4e3bc5e1-0f5e-48f3-8ff6-ad4b28c52208,Pass/Keep Decision,"Choosing between passing, dribbling, or holding the ball.",Decision,Passing,Passing,"[""keep or pass"",""pass vs dribble""]",true,2025-06-02 02:57:48.80719,2025-06-02 02:57:48.80719
4e5c3f8a-7e15-4b18-8d8f-11e99e0445ba,Read Disadvantage,"Spotting traps, crowd, or no-advantage scenarios.",Perception,Decision-Making,Decision-Making,"[""disadvantage read"",""pressure read""]",true,2025-06-02 03:15:56.462317,2025-06-02 03:15:56.462317
4e85a282-7282-404f-b7f3-d6153e173bba,Conditioning in Practice vs. Game,Distinguishing between practice workload and game intensity.,Constraint,Conditioning,Conditioning,"[""practice vs game"",""workload split""]",true,2025-06-02 03:23:35.601465,2025-06-02 03:23:35.601465
4e93e617-80ed-469d-8bc3-630f4e808ac9,Fill Lanes,Running wide/deep to stretch defense in transition.,Offense,Transition,Transition Offense,"[""lane fill"",""wings""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
4ecac034-5aa0-4857-948a-d832f318fc09,Finishing Off Glass,Using the backboard effectively on finishes.,Technique,Finishing,Finishing,"[""bank finish"",""glass""]",true,2025-06-02 02:59:53.045159,2025-06-02 02:59:53.045159
4ed128de-ed9c-406c-b770-f32e224a986c,Change of Direction Decision,Deciding when/how to change direction to beat the defender.,Decision,On-Ball,Ball Handling,"[""direction read"",""angle decision""]",true,2025-06-02 02:39:00.036313,2025-06-02 02:39:00.036313
4ef8c948-57ae-46f7-bb73-4fcf58e94616,Retreat Decision,Deciding to pull back or reset under pressure.,Decision,On-Ball,Ball Handling,"[""reset"",""pull out""]",true,2025-06-02 02:39:00.036313,2025-06-02 02:39:00.036313
4f63a44d-1dda-4e70-8d3e-f6847259c415,Ball Pressure,Active pressure on the ball to disrupt timing.,Defense,Halfcourt,Halfcourt Defense,"[""pressure"",""harassment""]",true,2025-06-02 01:23:14.416585,2025-06-02 01:23:14.416585
5008a9e1-426b-4788-a478-dd3fbc009ca7,Rebounding vs. Bigger Opponent,Techniques and tactics for rebounding against taller or stronger players.,Constraint,Rebounding,Rebounding,"[""undersized board"",""outwork size""]",true,2025-06-02 03:01:40.219259,2025-06-02 03:01:40.219259
5046bded-47f8-4356-9709-0db7e0461cc6,Pivot/Step Decision,"Choosing when/how to pivot, step, or spin.",Decision,Footwork,Footwork,"[""pivot decision"",""step choice""]",true,2025-06-02 03:18:45.342549,2025-06-02 03:18:45.342549
50c9206d-51ff-4294-9f39-2e5c23d55c80,Power Finish,Strong finish through contact using power.,Technique,Finishing,Finishing,"[""strong finish"",""and-one""]",true,2025-06-02 02:59:53.045159,2025-06-02 02:59:53.045159
51d95737-8f36-475d-a3d4-90d76d553615,Grit,Sustained effort and passion for long-term goals.,Attribute,Mental,Attribute,"[""perseverance""]",true,2025-06-02 01:25:58.659026,2025-06-02 01:25:58.659026
524cd800-24b9-462c-baab-da9766147792,Fatigue Shooting,Maintaining mechanics and accuracy while tired.,Constraint,Shooting,Shooting,"[""tired shooting"",""endurance shot""]",true,2025-06-02 02:51:14.295733,2025-06-02 02:51:14.295733
52cabfac-f74c-4104-b79c-45ec63323c86,Read Coverage,"Identifying pick-and-roll coverage (hedge, drop, switch, ice, trap, etc.).",Perception,Screen Usage,Screen Usage,"[""coverage recognition"",""PNR read""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
54523fdb-a448-4b12-8e59-b0af9c1319ef,Advantage/Disadvantage Scenarios,"Making optimal choices in 2v1, 3v2, or 4v5 scenarios.",Constraint,Decision-Making,Decision-Making,"[""numbers decision"",""advantage/disadvantage""]",true,2025-06-02 03:15:56.462317,2025-06-02 03:15:56.462317
56055837-ccff-4c4d-8590-48cb89e096b0,Attribute,"Traits and skills related to mentality, cognition, and character.",Attribute,Core,,"[""trait"",""quality""]",true,2025-06-02 01:25:58.659026,2025-06-02 01:25:58.659026
565ee993-3b0d-4de7-b33b-bcdecab8310a,Read Balance,Detecting body control and stability needs in real time.,Perception,Footwork,Footwork,"[""balance read"",""stability awareness""]",true,2025-06-02 03:18:45.342549,2025-06-02 03:18:45.342549
56d8c210-f05f-4d0a-b410-9cfcbf1fedc3,Decision-Making After Rebound,Quick decisions after securing a rebound.,Constraint,Decision-Making,Decision-Making,"[""rebound decision"",""break read""]",true,2025-06-02 03:15:56.462317,2025-06-02 03:15:56.462317
56e2758d-b2d7-4008-bc32-603bc9b67660,Focus,Ability to maintain attention on task and execute under distraction.,Attribute,Mental,Attribute,"[""concentration"",""locked in""]",true,2025-06-02 01:25:58.659026,2025-06-02 01:25:58.659026
56eb6472-746c-4b55-9591-f6f96c0becb8,Swing-Swing,Rapidly moving the ball to reverse or find open player.,Technique,Decision-Making,Decision-Making,"[""ball reversal"",""swing pass""]",true,2025-06-02 03:15:56.462317,2025-06-02 03:15:56.462317
573d2d99-f21d-4cfb-a305-6d76efebb848,Passing,Delivering the ball accurately to teammates.,Core Skill,Core,,"[""pass""]",true,2025-06-02 02:15:21.644759,2025-06-02 02:15:21.644759
57f33a51-c623-4ae7-90aa-42b76de9945e,Effort Allocation Decision,Choosing when to expend maximum effort.,Decision,Conditioning,Conditioning,"[""effort choice"",""energy management""]",true,2025-06-02 03:23:35.601465,2025-06-02 03:23:35.601465
585c2a39-f07a-4084-82a9-686abff9d1a3,Relocation,Moving to a new spot after passing or shooting.,Technique,Decision-Making,Decision-Making,"[""move after pass"",""relocate""]",true,2025-06-02 03:15:56.462317,2025-06-02 03:15:56.462317
595a8290-def4-48a3-96b6-076c64e1e973,Attack/Reset Decision,Deciding to go or pull out and reset the offense.,Decision,Decision-Making,Decision-Making,"[""attack or reset"",""go or reset""]",true,2025-06-02 03:15:56.462317,2025-06-02 03:15:56.462317
5b8bf329-062c-4223-8eca-d169c2f1d230,Transition Offense,Pushing the ball and attacking before defense is set.,Offense,Transition,Offense,"[""fast break"",""early offense""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
5c12e243-2e1e-49d7-8992-9e4d46e6660f,Dribbling Through Contact,Maintaining control while dribbling against physical defenders or contact.,Technique,Ball Handling,Ball Handling,"[""contact dribble"",""absorb contact""]",true,2025-06-02 02:39:00.036313,2025-06-02 02:39:00.036313
5c711789-318e-4d71-8c1a-f700978e43ef,Box Out (Defensive),Sealing offensive player to secure defensive rebound.,Technique,Defense,Defense,"[""defensive box"",""seal out""]",true,2025-06-02 03:07:51.188187,2025-06-02 03:07:51.188187
5c93d70c-b7e4-4cec-a4c5-6ce8f9352fff,Rebounding Through Contact,Securing rebound while absorbing physical contact.,Technique,Rebounding,Rebounding,"[""contact board"",""physical rebound""]",true,2025-06-02 03:01:40.219259,2025-06-02 03:01:40.219259
5d040337-9633-4386-a003-bdb93086889a,Help & Recover,Assisting teammates and returning to own.,Constraint,Defense,Defense,"[""help recover"",""show and go""]",true,2025-06-02 03:07:51.188187,2025-06-02 03:07:51.188187
5d20f567-ee22-46b0-b998-b247e99b4a14,Scramble Defense,Defending out of rotation or breakdown.,Constraint,Defense,Defense,"[""scramble"",""rotational defense""]",true,2025-06-02 03:07:51.188187,2025-06-02 03:07:51.188187
5d2a4153-03ac-4c34-af32-0198e5431b99,Timing Read,Determining the optimal moment to pass for maximum advantage.,Perception,Passing,Passing,"[""timing"",""pass timing""]",true,2025-06-02 02:57:48.80719,2025-06-02 02:57:48.80719
5d564e18-d835-4841-a167-01a3b789026a,Closeouts,Challenging shooters as they receive the ball.,Defense,Core,Core Defense,"[""challenge"",""contest""]",true,2025-06-02 01:23:14.416585,2025-06-02 01:23:14.416585
5dcbd5a2-40d0-48bf-84a8-583a63d8c401,Pop,Popping out to space after screening.,Technique,Screen Usage,Screen Usage,"[""pop out"",""pick and pop""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
5df8ea14-e191-41ca-96d9-a9f387efb9f7,Trap Evasion,Escaping double teams and pressure situations with the dribble.,Constraint,Ball Handling,Ball Handling,"[""escape trap"",""trap break""]",true,2025-06-02 02:39:00.036313,2025-06-02 02:39:00.036313
5e0b9625-7f00-4db2-9931-14bdcee02c18,Acceleration/Deceleration Decision,Choosing when to speed up or slow down.,Decision,Movement/Agility,Movement/Agility,"[""pace decision"",""tempo control""]",true,2025-06-02 03:13:39.62198,2025-06-02 03:13:39.62198
5e154eda-0bf4-4a23-9a06-73d84b226004,Read Contact,Sensing and anticipating physicality on the finish.,Perception,Finishing,Finishing,"[""contact read"",""feel contact""]",true,2025-06-02 02:59:53.045159,2025-06-02 02:59:53.045159
5e6a5300-8f79-4103-84e2-45df130265d0,Defense,All actions and skills related to preventing scoring and regaining possession.,Defense,Core,,"[""defend"",""stop"",""prevent""]",true,2025-06-02 01:23:14.416585,2025-06-02 01:23:14.416585
5ea95acb-7c5b-4a7c-9bdd-3e126459befe,Decision-Making,Recognizing options and choosing optimal actions.,Attribute,IQ,Attribute,"[""reads"",""choice making""]",true,2025-06-02 01:25:58.659026,2025-06-02 01:25:58.659026
5ee00feb-c6d7-4485-aad0-1e7a992c11c4,Communication During Chaos,Staying organized with multiple moving parts.,Technique,Communication,Communication,"[""chaos cue"",""scramble talk""]",true,2025-06-02 03:21:46.511482,2025-06-02 03:21:46.511482
5fc5e676-2311-435c-8b1a-127ab974283b,Player Movement,Cutting and moving without the ball to create opportunities.,Offense,Core,Offense,"[""cuts"",""off-ball""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
60418d30-9e7c-4dee-9d30-eb3b7e4ea878,Decision-Making,Recognizing options and choosing optimal actions.,Offense,Decision,Offense,"[""reads"",""basketball IQ""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
61692cd9-b992-4736-b81a-9ec8a9d84353,Read Angle,"Identifying the best path to the rim (front, side, reverse).",Perception,Finishing,Finishing,"[""angle read"",""path to rim""]",true,2025-06-02 02:59:53.045159,2025-06-02 02:59:53.045159
6175751e-5e26-4b37-8a8a-d618aa48ec13,1-foot Finish,Finishing off one foot for speed.,Offense,Finishing,At the Rim,"[""speed finish""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
61f0afc2-4b56-441a-a2f1-664c258f907c,Recovery Drill,Movement/exercise to aid in recovery during or after play.,Technique,Conditioning,Conditioning,"[""active recovery"",""rest drill""]",true,2025-06-02 03:23:35.601465,2025-06-02 03:23:35.601465
62430f81-e21f-42e4-ac23-a6aee6027ca1,Through Contact,Absorbing/finishing through defensive contact.,Offense,Finishing,At the Rim,"[""contact finish"",""and-1""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
63225df9-aac9-43c6-920b-8a5f43f44834,Roll Up Drill,Roll up to connect shot path and feel sequencing.,Technique,Calibration,Calibration Drills,"[""roll up""]",true,2025-06-02 02:51:14.295733,2025-06-02 02:51:14.295733
637c00da-55f9-45ac-805f-5f5936f2216f,Ghost Screen,Faking a screen and popping to space.,Technique,Screen Usage,Screen Usage,"[""ghost"",""fake screen""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
6382ce4b-6537-4b40-a529-58e7d94e47d2,Decision-Making for Specific Role,"Role-specific decisions (e.g. PG, wing, big, off-ball).",Constraint,Decision-Making,Decision-Making,"[""role read"",""assignment decision""]",true,2025-06-02 03:15:56.462317,2025-06-02 03:15:56.462317
64fe5f32-990b-4c06-99a6-a8afd868847d,Movement on Change of Possession,Reacting quickly after a turnover or rebound.,Technique,Movement/Agility,Movement/Agility,"[""change of possession"",""turnover reaction""]",true,2025-06-02 03:13:39.62198,2025-06-02 03:13:39.62198
65ddbd59-7d0b-40d9-93e6-252df1d191e9,Drop Step,Pivot step for position or change of direction.,Technique,Movement/Agility,Movement/Agility,"[""drop"",""pivot""]",true,2025-06-02 03:13:39.62198,2025-06-02 03:13:39.62198
66080dfb-3f4c-44e8-9273-6dbb374650fb,Seal,Using body to lock defender behind or away from rebound.,Technique,Rebounding,Rebounding,"[""seal out"",""body seal""]",true,2025-06-02 03:01:40.219259,2025-06-02 03:01:40.219259
66554a97-41eb-4e82-9149-d8af5ffadc74,Quick Turn,Rapid turning to face new direction.,Technique,Movement/Agility,Movement/Agility,"[""turn"",""spin""]",true,2025-06-02 03:13:39.62198,2025-06-02 03:13:39.62198
66859c30-a8ab-4d65-a399-bc5e081fd1b6,Basketball IQ,"Understanding of the game’s tactics, rules, and flow.",Attribute,IQ,Attribute,"[""game sense"",""smart play""]",true,2025-06-02 01:25:58.659026,2025-06-02 01:25:58.659026
66bfabc6-a103-42d6-8e05-325a98d32c32,Switching,Exchanging defensive assignments on screens.,Defense,Halfcourt,Halfcourt Defense,"[""switch"",""switch defense""]",true,2025-06-02 01:23:14.416585,2025-06-02 01:23:14.416585
68a1ce6f-36be-45a4-926f-42513e52b5aa,2-foot Finish,Jumping off two feet for stability and power.,Offense,Finishing,At the Rim,"[""power finish""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
68ab9b8e-7a42-41d0-825d-6dbd0d063e4a,Short Burst/Explosive Effort,"Brief, powerful actions for plays or sprints.",Technique,Conditioning,Conditioning,"[""burst"",""explosion""]",true,2025-06-02 03:23:35.601465,2025-06-02 03:23:35.601465
68f38631-d69c-449b-9cca-6d9d43829f36,Situational Awareness,"Knowing time, score, clock, and game situation.",Attribute,IQ,Attribute,"[""game awareness"",""clock management""]",true,2025-06-02 01:25:58.659026,2025-06-02 01:25:58.659026
694dba2b-9dee-49fc-8cbe-2c4da9d351ff,Touch Pass,Redirecting pass quickly without catching and holding.,Technique,Decision-Making,Decision-Making,"[""touch"",""redirect pass""]",true,2025-06-02 03:15:56.462317,2025-06-02 03:15:56.462317
699d5ad6-f652-4a51-859b-c3bba5496515,Decision-Making in Transition,Making best play on fast break or early offense.,Technique,Decision-Making,Decision-Making,"[""transition read"",""fast break decision""]",true,2025-06-02 03:15:56.462317,2025-06-02 03:15:56.462317
69befda7-b791-410d-a135-c7f1e94a6244,Read Coverage,"Identifying defensive scheme (zone/man, hand-down, etc.).",Perception,Shooting,Shooting,"[""coverage recognition"",""defense ID""]",true,2025-06-02 02:51:14.295733,2025-06-02 02:51:14.295733
6c5f3683-1b9a-4a31-8756-8213e8f82565,Re-acceleration,Speeding up quickly after slowing or stopping.,Technique,Movement/Agility,Movement/Agility,"[""speed up"",""burst""]",true,2025-06-02 03:13:39.62198,2025-06-02 03:13:39.62198
6cdbf417-94f7-473f-8ba9-38b7703f4caa,Deflection/Disruption,Getting hands on the ball to deflect or disrupt.,Technique,Defense,Defense,"[""deflect"",""disrupt""]",true,2025-06-02 03:07:51.188187,2025-06-02 03:07:51.188187
6d3faa98-aaa6-4975-937c-d6d91968b117,Stagger,Consecutive screens set in sequence.,Offense,Halfcourt,Actions,"[""stagger screen""]",true,2025-06-02 01:21:48.252644,2025-06-02 01:21:48.252644
6d631a24-45b2-40c7-a445-c0914846155d,Staggered Stop,Sequential stopping of feet for control.,Technique,Footwork,Footwork,"[""stagger stop"",""brake stop""]",true,2025-06-02 03:18:45.342549,2025-06-02 03:18:45.342549
6d7fe8a4-2fd4-4e2e-9848-52aba280c338,Read Footing,"Awareness of landing, balance, and catch position.",Perception,Shooting,Shooting,"[""catch read"",""landing read""]",true,2025-06-02 02:51:14.295733,2025-06-02 02:51:14.295733
6e253704-2dbc-4e3e-84fc-980fe6eb8655,Catching,"Securing possession of the ball in all contexts, on the move or under pressure.",Core Skill,Catching,,"[""catch"",""secure""]",true,2025-06-02 03:11:47.033491,2025-06-02 03:11:47.033491
6e284767-c410-4b1a-8ab5-6f3d976c0f4a,Leadership Communication,"Directing, motivating, and setting tone vocally and by example.",Communication,Leadership,Communication,"[""leadership"",""captain talk""]",true,2025-06-02 01:24:30.652644,2025-06-02 01:24:30.652644
6e311321-a94f-4ff1-8cbc-0148973049d5,Set Screen,Properly positioning and timing the screen for teammate.,Technique,Screen Usage,Screen Usage,"[""screen set"",""pick""]",true,2025-06-02 03:09:37.081202,2025-06-02 03:09:37.081202
6e6dbe10-2f2a-42ae-be6e-8597ba21ad22,Communication in Huddle/Timeout,"Clarifying roles, assignments, and adjustments in breaks.",Technique,Communication,Communication,"[""huddle"",""timeout talk""]",true,2025-06-02 03:21:46.511482,2025-06-02 03:21:46.511482
6e968564-3088-473f-8e27-bf28166541a4,Screen Usage,Creating and using screens for advantage.,Core Skill,Core,,"[""screening"",""pick""]",true,2025-06-02 02:15:21.644759,2025-06-02 02:15:21.644759
6ffeae92-c397-40f9-990a-5a6b2687508c,Forward Pivot,Rotating forward off established pivot foot.,Technique,Footwork,Footwork,"[""forward turn"",""pivot upcourt""]",true,2025-06-02 03:18:45.342549,2025-06-02 03:18:45.342549
7089b7f2-18b6-4bfa-8436-587ece74e2fd,Read Help,Identifying help/rotation and extra defenders.,Perception,Decision-Making,Decision-Making,"[""help read"",""help awareness""]",true,2025-06-02 03:15:56.462317,2025-06-02 03:15:56.462317
71a2b65f-4a4c-4f21-bfc5-5c16a5c34cd7,Pass Fakes,Using fakes to manipulate defenders before passing.,Technique,Passing,Passing,"[""fake"",""pass fake""]",true,2025-06-02 02:57:48.80719,2025-06-02 02:57:48.80719
71e9e279-59b4-46f2-9f72-981512c19b09,Finish Side Decision,"Choosing left, right, or reverse finish based on defense.",Decision,Finishing,Finishing,"[""side choice"",""direction decision""]",true,2025-06-02 02:59:53.045159,2025-06-02 02:59:53.045159
7400e73a-4a42-4d43-83b6-3736037b5cc6,Trap,Aggressively double team the ball on the screen.,Defense,Action,Ball Screen Coverage,"[""blitz"",""trap""]",true,2025-06-02 01:23:14.416585,2025-06-02 01:23:14.416585
74e310c0-ea53-45b2-9929-bda9dfdaa49d,Skip/Advance Decision,Deciding when to throw a skip or long advance pass.,Decision,Passing,Passing,"[""skip decision"",""advance read""]",true,2025-06-02 02:57:48.80719,2025-06-02 02:57:48.80719
755e6959-9eac-4c44-b935-d0b158dd13fc,Decision-Making vs. Trap,Solving double teams or aggressive schemes.,Constraint,Decision-Making,Decision-Making,"[""trap read"",""trap solver""]",true,2025-06-02 03:15:56.462317,2025-06-02 03:15:56.462317
7566bc77-a344-4630-9239-0c0f6f7c915f,Pull-Up Decision,Deciding when to shoot off the dribble.,Decision,Shooting,Shooting,"[""pull up"",""dribble jumper""]",true,2025-06-02 02:51:14.295733,2025-06-02 02:51:14.295733
7608727f-6a88-48ea-ae2c-777635d87e25,Read Transition,Seeing opportunities to change pace or direction during transition.,Perception,Movement/Agility,Movement/Agility,"[""transition read"",""run read""]",true,2025-06-02 03:13:39.62198,2025-06-02 03:13:39.62198
77656edc-42dd-4beb-bb2d-ed892737578b,Catching Off the Bounce,Securing passes that bounce before arrival.,Constraint,Catching,Catching,"[""bounce catch"",""ground catch""]",true,2025-06-02 03:11:47.033491,2025-06-02 03:11:47.033491
78050df6-ad72-4878-b2a8-2c71a59d67d7,Ball Pressure,Applying pressure to the ball handler.,Technique,Defense,Defense,"[""pressure"",""press""]",true,2025-06-02 03:07:51.188187,2025-06-02 03:07:51.188187
78cbab67-fdc6-4c30-a530-337758f884cd,Interval Running,Alternating periods of high and low intensity.,Technique,Conditioning,Conditioning,"[""intervals"",""HIIT""]",true,2025-06-02 03:23:35.601465,2025-06-02 03:23:35.601465
793e652e-b181-40be-8341-4b8125cb8760,Overhead Pass,Pass thrown from above the head.,Technique,Passing,Passing,"[""overhead"",""above head pass""]",true,2025-06-02 02:57:48.80719,2025-06-02 02:57:48.80719
